Disease,Sex,Age_Group,Count
Malignant neoplasm of stomach (C16),Male,Total,825
Malignant neoplasm of stomach (C16),Female,Total,330
Malignant neoplasm of colon (C18),Male,Total,1737
Malignant neoplasm of colon (C18),Female,Total,1824
"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",Male,Total,2535
"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",Female,Total,1834
Malignant neoplasm of liver and intrahepatic bile duct (C22),Male,Total,673
Malignant neoplasm of liver and intrahepatic bile duct (C22),Female,Total,347
Malignant neoplasm of pancreas (C25),Male,Total,347
Malignant neoplasm of pancreas (C25),Female,Total,241
"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",Male,Total,234
"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",Female,Total,254
Malignant neoplasm of larnyx (C32),Male,Total,1239
Malignant neoplasm of larnyx (C32),Female,Total,163
"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",Male,Total,3625
"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",Female,Total,1202
"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",Male,Total,251
"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",Female,Total,128
"Malignant neoplasm of bone and articular cartilage (C40,C41)",Male,Total,683
"Malignant neoplasm of bone and articular cartilage (C40,C41)",Female,Total,437
"Melanoma and other malignant neoplasm of skin (C43,C44)",Male,Total,583
"Melanoma and other malignant neoplasm of skin (C43,C44)",Female,Total,298
"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",Male,Total,659
"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",Female,Total,567
Malignant neoplasm of breast (C50),Male,Total,159
Malignant neoplasm of breast (C50),Female,Total,11095
Malignant neoplasm of cervix uteri (C53),Male,Total,0
Malignant neoplasm of cervix uteri (C53),Female,Total,3282
"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",Male,Total,0
"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",Female,Total,1592
Malignant neoplasm of placenta (C58),Male,Total,0
Malignant neoplasm of placenta (C58),Female,Total,152
"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",Male,Total,0
"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",Female,Total,5963
Malignant neoplasm of prostate (C61),Male,Total,1751
Malignant neoplasm of prostate (C61),Female,Total,0
"Malignant neoplasm of other male genital organs (C60,C62,C63)",Male,Total,442
"Malignant neoplasm of other male genital organs (C60,C62,C63)",Female,Total,0
Malignant neoplasm of bladder (C67),Male,Total,1588
Malignant neoplasm of bladder (C67),Female,Total,454
"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",Male,Total,414
"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",Female,Total,288
Malignant neoplasm of eye and adnexa (C69),Male,Total,167
Malignant neoplasm of eye and adnexa (C69),Female,Total,167
Malignant neoplasm of brain(C71),Male,Total,721
Malignant neoplasm of brain(C71),Female,Total,532
"Malignant neoplasm of other parts of the central nervous system (C70,C72)",Male,Total,39
"Malignant neoplasm of other parts of the central nervous system (C70,C72)",Female,Total,61
Malignant neoplasm of thyroid gland (C73),Male,Total,422
Malignant neoplasm of thyroid gland (C73),Female,Total,1172
"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",Male,Total,1399
"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",Female,Total,950
Hodgkin's disease (C81),Male,Total,772
Hodgkin's disease (C81),Female,Total,361
Leukaemia (C91-C95),Male,Total,3949
Leukaemia (C91-C95),Female,Total,2466
"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",Male,Total,3094
"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",Female,Total,2574
In situ neoplasm (D00-D09),Male,Total,76
In situ neoplasm (D00-D09),Female,Total,133
Benign neoplasm (D10-D36),Male,Total,2863
Benign neoplasm (D10-D36),Female,Total,7477
Neoplasm of uncertain or unknown behaviour (D37-D48),Male,Total,2308
Neoplasm of uncertain or unknown behaviour (D37-D48),Female,Total,1614
Iron deficiency anaemias (D50),Male,Total,2152
Iron deficiency anaemias (D50),Female,Total,3593
Thalasemia (D56),Male,Total,2455
Thalasemia (D56),Female,Total,2704
"Other anaemias (D51-D55,D57-D64)",Male,Total,4698
"Other anaemias (D51-D55,D57-D64)",Female,Total,7247
Haemorrhagic conditions and other diseases of blood and blood forming organs and certain disorders involving immune mechanism (D65-D89),Male,Total,4501
Haemorrhagic conditions and other diseases of blood and blood forming organs and certain disorders involving immune mechanism (D65-D89),Female,Total,2180
Iodine-deficiency related thyroid disorders (E00-E02),Male,Total,108
Iodine-deficiency related thyroid disorders (E00-E02),Female,Total,332
Thyrotoxicosis (E05),Male,Total,340
Thyrotoxicosis (E05),Female,Total,1012
"Other disorders of thyroid (E03,E04,E06,E07)",Male,Total,1831
"Other disorders of thyroid (E03,E04,E06,E07)",Female,Total,6723
Insulin-dependent diabetes mellitus(E10),Male,Total,7733
Insulin-dependent diabetes mellitus(E10),Female,Total,9208
Non-insulin-dependent diabetes mellitus(E11),Male,Total,12141
Non-insulin-dependent diabetes mellitus(E11),Female,Total,14248
Malnutrition-related diabetes mellitus(E12),Male,Total,590
Malnutrition-related diabetes mellitus(E12),Female,Total,623
Other specified diabetes mellitus(E13),Male,Total,964
Other specified diabetes mellitus(E13),Female,Total,1560
Unspecified diabetes mellitus(E14),Male,Total,16979
Unspecified diabetes mellitus(E14),Female,Total,19570
Kwashiorkor(E40),Male,Total,50
Kwashiorkor(E40),Female,Total,41
Nutritional marasmus(E41),Male,Total,96
Nutritional marasmus(E41),Female,Total,127
Marasmic kwashiorkor(E42),Male,Total,0
Marasmic kwashiorkor(E42),Female,Total,7
Unspecified severe protein-energy malnutrition(E43),Male,Total,51
Unspecified severe protein-energy malnutrition(E43),Female,Total,93
Protin-energy malnutrition of moderate and mild degree(E44),Male,Total,318
Protin-energy malnutrition of moderate and mild degree(E44),Female,Total,154
Retarded development following protein-energy malnutrition(E45),Male,Total,8
Retarded development following protein-energy malnutrition(E45),Female,Total,3
Unspecified protin-energy malnutrition(E46),Male,Total,50
Unspecified protin-energy malnutrition(E46),Female,Total,86
Vitamin deficiencies (E50-E56),Male,Total,292
Vitamin deficiencies (E50-E56),Female,Total,246
"Other endocrine, nutritional and metabolic disorders (E15-E34,E58-E89)",Male,Total,6137
"Other endocrine, nutritional and metabolic disorders (E15-E34,E58-E89)",Female,Total,7287
"Dementia (F01,F03)",Male,Total,558
"Dementia (F01,F03)",Female,Total,523
Mental and behavioural disorders due to use of alcohol (F10),Male,Total,7053
Mental and behavioural disorders due to use of alcohol (F10),Female,Total,489
Mental and behavioural disorders due to other psychoactive substance use (F11-F19),Male,Total,945
Mental and behavioural disorders due to other psychoactive substance use (F11-F19),Female,Total,507
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",Male,Total,7411
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",Female,Total,5937
Mood (affective) disorders (F30-F39),Male,Total,6670
Mood (affective) disorders (F30-F39),Female,Total,8034
"Neurotic, stress-related somatoform disorders (F40-F48)",Male,Total,799
"Neurotic, stress-related somatoform disorders (F40-F48)",Female,Total,1349
Mental retardation (F70-F79),Male,Total,326
Mental retardation (F70-F79),Female,Total,197
Behavioural and emotional disorders with onset usually occuring in childhood and adolescence (F90-F98),Male,Total,303
Behavioural and emotional disorders with onset usually occuring in childhood and adolescence (F90-F98),Female,Total,332
"Other mental and behavioural disorders (F04-F09,F50-F69,F80-F89,F99)",Male,Total,2609
"Other mental and behavioural disorders (F04-F09,F50-F69,F80-F89,F99)",Female,Total,2573
"Bacterial meningitis not elsewhere classified (G00,G03)",Male,Total,2088
"Bacterial meningitis not elsewhere classified (G00,G03)",Female,Total,1495
"Encephalitis,myelitis and encephalomyelitis (G04)",Male,Total,788
"Encephalitis,myelitis and encephalomyelitis (G04)",Female,Total,608
Intracranial and intraspinal abscess and granuloma(G06),Male,Total,213
Intracranial and intraspinal abscess and granuloma(G06),Female,Total,128
Parkinson's disease (G20),Male,Total,489
Parkinson's disease (G20),Female,Total,432
Multiple sclerosis (G35),Male,Total,137
Multiple sclerosis (G35),Female,Total,175
Epilepsy (G40-G41),Male,Total,13134
Epilepsy (G40-G41),Female,Total,9321
"Migraine and headache syndrome (G43,G44)",Male,Total,4826
"Migraine and headache syndrome (G43,G44)",Female,Total,8265
Transient cerebral ischaemic attacks and related syndromes (G45),Male,Total,3225
Transient cerebral ischaemic attacks and related syndromes (G45),Female,Total,3009
"Nerve, nerve root and plaxus disorders (G50-G58)",Male,Total,2985
"Nerve, nerve root and plaxus disorders (G50-G58)",Female,Total,5147
Cerebral palsy and other paralytic syndromes (G80-G83),Male,Total,1271
Cerebral palsy and other paralytic syndromes (G80-G83),Female,Total,782
"Other diseases of nervous system (G08,G12,G21-G31,G36,G37,G47,G60-G72,G90-G98)",Male,Total,3791
"Other diseases of nervous system (G08,G12,G21-G31,G36,G37,G47,G60-G72,G90-G98)",Female,Total,3453
Keratitis and other disorders of sclera and cornea      (H15-H18),Male,Total,7114
Keratitis and other disorders of sclera and cornea      (H15-H18),Female,Total,4189
Cataract and other disorders of lens (H25-H27),Male,Total,30102
Cataract and other disorders of lens (H25-H27),Female,Total,41048
Retinal detachment and breaks (H33),Male,Total,1133
Retinal detachment and breaks (H33),Female,Total,661
Glaucoma (H40),Male,Total,1474
Glaucoma (H40),Female,Total,1446
Strabismus (H49-H50),Male,Total,386
Strabismus (H49-H50),Female,Total,453
"Other diseases of the eye and adnexa (H00-H11,H20,H21,H30,H31,H34,H35,H43-H47,H51-H59)",Male,Total,29984
"Other diseases of the eye and adnexa (H00-H11,H20,H21,H30,H31,H34,H35,H43-H47,H51-H59)",Female,Total,25303
Otitis media and other disorders of middle ear and mastoid (H65-H74),Male,Total,9305
Otitis media and other disorders of middle ear and mastoid (H65-H74),Female,Total,8692
"Hearing loss (H90,H91)",Male,Total,640
"Hearing loss (H90,H91)",Female,Total,723
"Other diseases of the ear and mastoid process (H60,H61,H80-H83,H92-H95)",Male,Total,9896
"Other diseases of the ear and mastoid process (H60,H61,H80-H83,H92-H95)",Female,Total,11250
Acute rheumatic fever (I00-I02),Male,Total,490
Acute rheumatic fever (I00-I02),Female,Total,731
Chronic rheumatic heart disease (I05-I09),Male,Total,705
Chronic rheumatic heart disease (I05-I09),Female,Total,1123
Essential hypertension (I10),Male,Total,36330
Essential hypertension (I10),Female,Total,53608
Hypertensive heart disease (I11),Male,Total,2905
Hypertensive heart disease (I11),Female,Total,3402
Other hypertensive diseases (I12-I15),Male,Total,1886
Other hypertensive diseases (I12-I15),Female,Total,1515
"Acute myocardial infarction (I21,I22)",Male,Total,17102
"Acute myocardial infarction (I21,I22)",Female,Total,9316
"Other ischaemic heart disease  (I20,I23-I25)",Male,Total,36839
"Other ischaemic heart disease  (I20,I23-I25)",Female,Total,34424
Pulmonary embolism (I26),Male,Total,202
Pulmonary embolism (I26),Female,Total,257
Cor pulmonale (I27.9),Male,Total,624
Cor pulmonale (I27.9),Female,Total,317
Heart failure (I50),Male,Total,7112
Heart failure (I50),Female,Total,6226
"Other heart diseases (I27.0-I27.8, I28-I49,I51)",Male,Total,10743
"Other heart diseases (I27.0-I27.8, I28-I49,I51)",Female,Total,9468
Cerebroavascular disease (I60-I69),Male,Total,21421
Cerebroavascular disease (I60-I69),Female,Total,15277
Atherosclerosis (I70),Male,Total,124
Atherosclerosis (I70),Female,Total,123
Arterial embolism and thrombosis (I74),Male,Total,116
Arterial embolism and thrombosis (I74),Female,Total,75
"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",Male,Total,1247
"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",Female,Total,580
"Phlebitis, thrombophlebitis, venous embolism and thrombosis (I80-I82)",Male,Total,976
"Phlebitis, thrombophlebitis, venous embolism and thrombosis (I80-I82)",Female,Total,965
Vericose veins of lower extremities (I83),Male,Total,6114
Vericose veins of lower extremities (I83),Female,Total,6294
Haemorrhoids (I84),Male,Total,11885
Haemorrhoids (I84),Female,Total,4937
Other diseases of the circulatory system (I85-I99),Male,Total,3620
Other diseases of the circulatory system (I85-I99),Female,Total,2630
Acute sinusitis and acute tonsillitis (J01-J03),Male,Total,12156
Acute sinusitis and acute tonsillitis (J01-J03),Female,Total,11873
"Other acute upper respiratory infections (J00,J02,J04-J06)",Male,Total,37620
"Other acute upper respiratory infections (J00,J02,J04-J06)",Female,Total,36023
Influenza (J10-J11),Male,Total,653
Influenza (J10-J11),Female,Total,980
Pneumonia (J12-J18),Male,Total,11867
Pneumonia (J12-J18),Female,Total,9934
Acute bronchitis (J20),Male,Total,11697
Acute bronchitis (J20),Female,Total,12666
Acute bronchiolitis (J21),Male,Total,12134
Acute bronchiolitis (J21),Female,Total,9301
Other diseases of the upper respiratory tract (J30-J39),Male,Total,14686
Other diseases of the upper respiratory tract (J30-J39),Female,Total,13733
"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",Male,Total,26441
"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",Female,Total,8218
Asthma (J45-J46),Male,Total,92905
Asthma (J45-J46),Female,Total,93050
Bronchiectasis (J47),Male,Total,2085
Bronchiectasis (J47),Female,Total,2510
"Other diseases of the respiratory system(J22,J60-J98)",Male,Total,91171
"Other diseases of the respiratory system(J22,J60-J98)",Female,Total,84593
Diseases of teeth and supporting structure (K00-K08),Male,Total,5465
Diseases of teeth and supporting structure (K00-K08),Female,Total,4909
"Other diseases of the oral cavity, salivary glands and jaws (K09-K14)",Male,Total,3713
"Other diseases of the oral cavity, salivary glands and jaws (K09-K14)",Female,Total,2654
"Gastric and duodenal ulcer, peptic ulcer site unspecified and gastrojejunal ulcer (K25-K28)",Male,Total,4338
"Gastric and duodenal ulcer, peptic ulcer site unspecified and gastrojejunal ulcer (K25-K28)",Female,Total,4364
Gastritis and duodenitis (K29),Male,Total,55858
Gastritis and duodenitis (K29),Female,Total,63763
"Other diseases of oesophagus, stomach and duodenum (K20-K22,K30-K31)",Male,Total,11623
"Other diseases of oesophagus, stomach and duodenum (K20-K22,K30-K31)",Female,Total,12863
Diseases of appendix (K35-K38),Male,Total,13249
Diseases of appendix (K35-K38),Female,Total,10586
Hernia (K40-K46),Male,Total,24838
Hernia (K40-K46),Female,Total,8747
Noninfective enteritis and colitis (K50-K52),Male,Total,2379
Noninfective enteritis and colitis (K50-K52),Female,Total,2560
Other diseases of intestines and peritoneum (K55-K66),Male,Total,15309
Other diseases of intestines and peritoneum (K55-K66),Female,Total,10636
Alcoholic liver disease (K70),Male,Total,5647
Alcoholic liver disease (K70),Female,Total,671
Other diseases of liver (K71-K76),Male,Total,6230
Other diseases of liver (K71-K76),Female,Total,2498
"Cholelithiasis and cholecystitis (K80,K81)",Male,Total,1605
"Cholelithiasis and cholecystitis (K80,K81)",Female,Total,2910
"Acute pancreatitis and other diseases of the pancreas (K85,K86)",Male,Total,2734
"Acute pancreatitis and other diseases of the pancreas (K85,K86)",Female,Total,687
"Other diseases of the digestive system (K82-K83,K90-K92)",Male,Total,6363
"Other diseases of the digestive system (K82-K83,K90-K92)",Female,Total,5592
Infections of skin and subcutaneous tissue (L00-L08),Male,Total,76237
Infections of skin and subcutaneous tissue (L00-L08),Female,Total,55171
Other diseases of skin and subcutaneous tissue (L10-L98),Male,Total,35397
Other diseases of skin and subcutaneous tissue (L10-L98),Female,Total,28224
"Disorders of joints (M00-M02,M15-M25)",Male,Total,14093
"Disorders of joints (M00-M02,M15-M25)",Female,Total,13189
Rheumatoid arthritis and other inflamatory polyarthropathies (M05-M13),Male,Total,3052
Rheumatoid arthritis and other inflamatory polyarthropathies (M05-M13),Female,Total,5006
Systemic connective tissue disorders (M30-M35),Male,Total,521
Systemic connective tissue disorders (M30-M35),Female,Total,1587
Soft tissue disorders (M60-M79),Male,Total,25965
Soft tissue disorders (M60-M79),Female,Total,21208
Osteomyelitis (M86),Male,Total,1080
Osteomyelitis (M86),Female,Total,728
"Other disorders of musculoskeletal system (M40-M54, M80-M85,M87-M99)",Male,Total,37434
"Other disorders of musculoskeletal system (M40-M54, M80-M85,M87-M99)",Female,Total,33513
